頻道,訊息ID,發送者,匹配檔案,票數,URL
249,1472187116455858228,Pokétwo#8236,926.png,61,https://cdn.discordapp.com/attachments/1468632831742967916/1472187116598595786/pokemon.jpg?ex=6a7b0218&is=6a79b098&hm=b43507c4cfb1813c133587cab2593b6597ee0dc1841f447a916490a924cd553b&
355,1472457572282794156,Pokétwo#8236,679.png,73,https://cdn.discordapp.com/attachments/1468632833634340882/1472457572471668776/pokemon.jpg?ex=6a7aac7a&is=6a795afa&hm=1c0040beb8367487103b6d8b45f3e1737b7dfd05a97816824455003774c957dd&
118,1472431541811675257,Pokétwo#8236,599.png,27,https://cdn.discordapp.com/attachments/1468632829008023554/1472431541878522019/pokemon.jpg?ex=6a7a943c&is=6a7942bc&hm=137327b5a221d2c71af43f0ce3d84efc0fce09229bf8fcf6d4e77705a563017e&
439,1472262231658991657,Pokétwo#8236,265.png,92,https://cdn.discordapp.com/attachments/1468632834993295564/1472262232028221451/pokemon.jpg?ex=6a7a9f4d&is=6a794dcd&hm=d6db61f3ee70bbeba99b63ab7399e10c5f74b4a6a77014b4d0e9ff7871705f5a&
336,1472360616671973580,Pokétwo#8236,92.png,89,https://cdn.discordapp.com/attachments/1468632833294860448/1472360617049325769/pokemon.jpg?ex=6a7afaee&is=6a79a96e&hm=6ac02054f064faf010405bb306ec3cc35cf56e1d4cc3ec612e2c57c2b861743f&
413,1472426620525478122,Pokétwo#8236,932.png,79,https://cdn.discordapp.com/attachments/1468632834485784823/1472426620676739165/pokemon.jpg?ex=6a7a8fa6&is=6a793e26&hm=2d9e4fdb9576e06142532df2e80fffba9b74d410e1b481ecf0addb0c37b2cb10&
283,1472449981716893854,Pokétwo#8236,519.png,64,https://cdn.discordapp.com/attachments/1468632832481169470/1472449982249435156/pokemon.jpg?ex=6a7aa568&is=6a7953e8&hm=fcdb4afe1193c1593b913bfad6874d0361e8651a519ee61c530dd17d319dedaf&
437,1472424156074213418,Pokétwo#8236,513.png,68,https://cdn.discordapp.com/attachments/1468632834817396826/1472424156300710090/pokemon.jpg?ex=6a7a8d5b&is=6a793bdb&hm=6dc7f193802737e3ed2dd980a0349b53a2570a016201ad294f03d8ae340a1d93&
480,1472356459001155585,Pokétwo#8236,912.png,33,https://cdn.discordapp.com/attachments/1468632835911979041/1472356459252547667/pokemon.jpg?ex=6a7af70e&is=6a79a58e&hm=09a6d531a6cf865cdc846b191c6f44112344b0d1c03ed412b77fccc4b6c2746d&
44,1472452441562808454,Pokétwo#8236,932.png,86,https://cdn.discordapp.com/attachments/1468632827217313983/1472452441982373898/pokemon.jpg?ex=6a7aa7b3&is=6a795633&hm=cfd7811c4f85e42b64b5a458d35233f863bee730d57a6ebb36cbc0294c6ac72c&
19,1472485810346659851,Pokétwo#8236,946.png,36,https://cdn.discordapp.com/attachments/1468632826847953112/1472485810677747805/pokemon.jpg?ex=6a7ac6c6&is=6a797546&hm=f54b86d9bd6dbdca46b707f4d6b71d31d516e86bda460e4c4c8c204c61c30b37&
485,1472482892180361227,Pokétwo#8236,577.png,166,https://cdn.discordapp.com/attachments/1468632835911979046/1472482892495061177/pokemon.jpg?ex=6a7ac40e&is=6a79728e&hm=6b5ff39f150d357df739c940206bf78a644f567ebdb0a395087df0cf6fb09030&
423,1472427846529060937,Pokétwo#8236,355.png,73,https://cdn.discordapp.com/attachments/1468632834624454955/1472427846977720463/pokemon.jpg?ex=6a7a90cb&is=6a793f4b&hm=9b912fcf846fc6ae3efb3161b9d37c933531549966a51c9568e85252cd024140&
317,1472307302114529444,Pokétwo#8236,857.png,49,https://cdn.discordapp.com/attachments/1468632832925765792/1472307302295142542/pokemon.jpg?ex=6a7ac947&is=6a7977c7&hm=b9df202015532215cd5f0f9aeb379e22ac121fafd2293fc785c181bf7a6e1548&
253,1472405793453379665,Pokétwo#8236,41.png,9,https://cdn.discordapp.com/attachments/1468632831902355730/1472405793738457201/pokemon.jpg?ex=6a7a7c41&is=6a792ac1&hm=c5b9416bdbd29c9067c98d7df9b431c5d50abcefea90beee14b35b701a11d424&
466,1472249514265018571,Pokétwo#8236,152.png,98,https://cdn.discordapp.com/attachments/1468632835303936119/1472249514365685760/pokemon.jpg?ex=6a7a9375&is=6a7941f5&hm=2039a55f27c90f205211a134d3b0c72b5821915a414ff13cbc1ce87dda4e77a8&
218,1472138088103940159,Pokétwo#8236,935.png,23,https://cdn.discordapp.com/attachments/1468632830799122600/1472138088380895253/pokemon.jpg?ex=6a7ad46f&is=6a7982ef&hm=92d2e7436347d925ff1dccddbf8a312088f4ba212f5e4d065d4ff96f40927728&
23,1472470038198882385,Pokétwo#8236,177.png,66,https://cdn.discordapp.com/attachments/1468632826847953116/1472470038316454033/pokemon.jpg?ex=6a7ab816&is=6a796696&hm=693414ff12ea7daab724dab667a693b26d447b82d9e6b6f1dab6034c82a4411e&
84,1472316805468127282,Pokétwo#8236,60.png,122,https://cdn.discordapp.com/attachments/1468632827947126823/1472316805551751343/pokemon.jpg?ex=6a7ad220&is=6a7980a0&hm=d27de4cc38e647fc1f0ede560c9f206e082c2dfe7096d00f54785b5a0e349ee0&
290,1472487267833483328,Pokétwo#8236,136.png,79,https://cdn.discordapp.com/attachments/1468632832481169477/1472487268374675527/pokemon.jpg?ex=6a7ac822&is=6a7976a2&hm=5a2f2b60f4875140c0ee7739d18de0b07c68a156c059d8c1396530150fb20a44&
90,1472185665381732427,Pokétwo#8236,64.png,66,https://cdn.discordapp.com/attachments/1468632828152385633/1472185665998422159/pokemon.jpg?ex=6a7b00be&is=6a79af3e&hm=4bc4c6e626976cbb222cdd232cafcb891737657e6811776b2dac046ea28600ff&
12,1472229832388513997,Pokétwo#8236,304.png,105,https://cdn.discordapp.com/attachments/1468632826495766796/1472229832804007946/pokemon.jpg?ex=6a7a8120&is=6a792fa0&hm=fb06d37b555da36ddf993ed62e837ec9c2253448c702d6d59987813ed238e671&
153,1472293583473213632,Pokétwo#8236,74.png,47,https://cdn.discordapp.com/attachments/1468632829540827184/1472293583556968479/pokemon.jpg?ex=6a7abc80&is=6a796b00&hm=9221807d112b2e6f83ac2de6652a32d38e730b0363cf28724afe82f53be387c7&
24,1472475223000354903,Pokétwo#8236,216.png,102,https://cdn.discordapp.com/attachments/1468632826847953117/1472475223805792277/pokemon.jpg?ex=6a7abcea&is=6a796b6a&hm=49c9abe10daa436ca3f842f067611d5088a28e5760a1f4e2f42709cd63290feb&
103,1472403091503452243,Pokétwo#8236,599.png,95,https://cdn.discordapp.com/attachments/1468632828362358956/1472403091570819266/pokemon.jpg?ex=6a7a79bc&is=6a79283c&hm=fd0e1f3f4ea6ec71300b11aedded57864e272ba17973b1e6c7883d2794696bb7&
255,1472471257487245376,Pokétwo#8236,940.png,52,https://cdn.discordapp.com/attachments/1468632831902355732/1472471257575592137/pokemon.jpg?ex=6a7ab938&is=6a7967b8&hm=aa56c9792ca4b1f2929dab915391335d6364a8c8b32743e13594c5fc20d05d92&
410,1472455862542143660,Pokétwo#8236,133F.png,65,https://cdn.discordapp.com/attachments/1468632834485784820/1472455862634151990/pokemon.jpg?ex=6a7aaae2&is=6a795962&hm=b91aab327f18909236de0168b1b007fe669184622d82602095017a5e92a745f0&
238,1472448272533684510,Pokétwo#8236,218.png,40,https://cdn.discordapp.com/attachments/1468632831277142202/1472448272810643590/pokemon.jpg?ex=6a7aa3d1&is=6a795251&hm=aeb7a492b222e3a5484cd6fb827889d8de32b6f6096114ea517667b009f1a8c5&
354,1472360857517293857,Pokétwo#8236,950.png,64,https://cdn.discordapp.com/attachments/1468632833634340881/1472360858003701921/pokemon.jpg?ex=6a7afb27&is=6a79a9a7&hm=60916c01be7a7b5738788e57b6c8a016afa0cc9cbb46cc7490bee5da70fdc62a&
63,1472491696377041069,Pokétwo#8236,92.png,64,https://cdn.discordapp.com/attachments/1468632827523240148/1472491696498413813/pokemon.jpg?ex=6a7acc42&is=6a797ac2&hm=4e9dc2eb3beb071341b72a5dd5f19c394d932e5d7874c702836fa330dfb14e63&
46,1472126702691024969,Pokétwo#8236,610.png,107,https://cdn.discordapp.com/attachments/1468632827217313985/1472126703076642856/pokemon.jpg?ex=6a7ac9d4&is=6a797854&hm=8f941cf07fee5bb82f68c4f24aa9c40c8d60c6108f0fcdf654ea64ad366b4c76&
382,1472439675984810253,Pokétwo#8236,331.png,105,https://cdn.discordapp.com/attachments/1468632834016022631/1472439676127150151/pokemon.jpg?ex=6a7a9bcf&is=6a794a4f&hm=9abac0992f6453126306c3a5150f1a7f4ff3101c64f98e6199266b506fb4d7a2&
347,1472445314953908314,Pokétwo#8236,37.png,34,https://cdn.discordapp.com/attachments/1468632833475219593/1472445315167551660/pokemon.jpg?ex=6a7aa10f&is=6a794f8f&hm=39e45659831e08d431cca4faf8a191a99e79ff202b4ab35c8a38e2514f6195b9&
213,1472422668086153371,Pokétwo#8236,524.png,89,https://cdn.discordapp.com/attachments/1468632830627025125/1472422668643860522/pokemon.jpg?ex=6a7a8bf8&is=6a793a78&hm=b5881b03b478e483806a3d85427d953d374baf614ce26f61366e8756981e20e0&
42,1472462939964444813,Pokétwo#8236,813.png,56,https://cdn.discordapp.com/attachments/1468632827217313981/1472462940056715421/pokemon.jpg?ex=6a7ab179&is=6a795ff9&hm=3874f1994954b9370381c3d55e1f7073d96196a827c55f005afc6f91e533d079&
360,1472471013697650803,Pokétwo#8236,731.png,48,https://cdn.discordapp.com/attachments/1468632833752039517/1472471013986930770/pokemon.jpg?ex=6a7ab8fe&is=6a79677e&hm=7428c2b0847d7480284b2f751139c823ba7b7aee922941e713a79315a67395a1&
251,1472359638388445296,Pokétwo#8236,747.png,8,https://cdn.discordapp.com/attachments/1468632831902355728/1472359638732243016/pokemon.jpg?ex=6a7afa04&is=6a79a884&hm=231e58fb31926460f309098f0fe009c9593088cc64daeb5b465932efccd08b77&
145,1472413360908800023,Pokétwo#8236,218.png,68,https://cdn.discordapp.com/attachments/1468632829306081503/1472413361294803249/pokemon.jpg?ex=6a7a834d&is=6a7931cd&hm=ad927f1582d3060bcdeaaf6027831e3f0c8fef90af4f03baafec34ddc4e4dc15&
476,1472333871269024018,Pokétwo#8236,73.png,62,https://cdn.discordapp.com/attachments/1468632835458863185/1472333871386460240/pokemon.jpg?ex=6a7ae205&is=6a799085&hm=6d61b796bd36802b455d0ac4cb85cc091bc114cba1f0dc883f22d1073e2620cf&
428,1472489958169120800,Pokétwo#8236,175.png,84,https://cdn.discordapp.com/attachments/1468632834817396817/1472489958236356723/pokemon.jpg?ex=6a7acaa3&is=6a797923&hm=b45cc6376d69a36ede75162954e9c1baafc807f02b8d16648cbfbee62fbb86a1&
421,1472429588222050406,Pokétwo#8236,932.png,104,https://cdn.discordapp.com/attachments/1468632834624454953/1472429588423381214/pokemon.jpg?ex=6a7a926a&is=6a7940ea&hm=8c32b6913286a71ebdf1aa99d3855308c14d0880a02997222f12b1c54757c402&
268,1472324771353198689,Pokétwo#8236,10.png,87,https://cdn.discordapp.com/attachments/1468632832208277737/1472324771822964872/pokemon.jpg?ex=6a7ad98c&is=6a79880c&hm=28a9dd9a4eb053fde19d5cf5d0029df3ed9ba555d0c16dc3a371bd29dc14c290&
36,1472319526346424332,Pokétwo#8236,751.png,15,https://cdn.discordapp.com/attachments/1468632827095421058/1472319527030100132/pokemon.jpg?ex=6a7ad4a9&is=6a798329&hm=433b32e53d10d8482842b1ffe69a1dc973858aa7ca43ba548152e95a53309ba3&
31,1472484119886827675,Pokétwo#8236,536.png,151,https://cdn.discordapp.com/attachments/1468632827095421053/1472484120432218226/pokemon.jpg?ex=6a7ac533&is=6a7973b3&hm=c46f119dec11efb1b6b57333de7f990373653688058a107262ce0ae95e0b6c8c&
230,1472432035648901173,Pokétwo#8236,92.png,86,https://cdn.discordapp.com/attachments/1468632831021551632/1472432035984576555/pokemon.jpg?ex=6a7a94b1&is=6a794331&hm=0165d5d476e98769f90c0b0f3be3f698e94890adec4e707891161bd2a7e23458&
381,1472443826395418715,Pokétwo#8236,669.png,64,https://cdn.discordapp.com/attachments/1468632834016022630/1472443826479173837/pokemon.jpg?ex=6a7a9fac&is=6a794e2c&hm=7e28413a65748b9de23f2eb555d7f4de4126f91a622fb426e4fd5f447cc1bb21&
488,1472363328826507264,Pokétwo#8236,218.png,39,https://cdn.discordapp.com/attachments/1468632836264431759/1472363328935297044/pokemon.jpg?ex=6a7afd74&is=6a79abf4&hm=48f7b3dc274171ed503b60c75d132607c31dd35dda0647d5fc0a96d366bd5c61&
303,1472395688284258457,Pokétwo#8236,926.png,76,https://cdn.discordapp.com/attachments/1468632832783155437/1472395688691372134/pokemon.jpg?ex=6a7a72d7&is=6a792157&hm=1364609cfb832cd688881bfafca80a56b064837370058d6ae273309eae1bbdb9&
403,1472181956253974703,Pokétwo#8236,111F.png,67,https://cdn.discordapp.com/attachments/1468632834335051906/1472181956321218653/pokemon.jpg?ex=6a7afd4a&is=6a79abca&hm=af8b7e194af138b150f1efab2fdd252906a4c712f584f8cc7b32a4721a6d8e08&
70,1472179254337998954,Pokétwo#8236,334.png,80,https://cdn.discordapp.com/attachments/1468632827678560287/1472179254912487606/pokemon.jpg?ex=6a7afac6&is=6a79a946&hm=6cc616ff179f62dc4c799a93cddcd19a96bd2290da6020ff46510b35a45fc70a&
332,1472217171902992424,Pokétwo#8236,296.png,96,https://cdn.discordapp.com/attachments/1468632833294860444/1472217171965771889/pokemon.jpg?ex=6a7a7556&is=6a7923d6&hm=5ff1dfcfcc8bfbdb67780aea46e508764bea6dd36aa8a050b21cbc6adcdc2636&
319,1472461732453810226,Pokétwo#8236,270.png,40,https://cdn.discordapp.com/attachments/1468632832925765794/1472461732659335240/pokemon.jpg?ex=6a7ab05a&is=6a795eda&hm=c12fbe08cc9e756243248794de39a7738b5e4cbf4ecd8cc13c5546f1cb79faa6&
292,1472383445240905913,Pokétwo#8236,749.png,39,https://cdn.discordapp.com/attachments/1468632832627707935/1472383445769654332/pokemon.jpg?ex=6a7a6771&is=6a7915f1&hm=8e9b6ebc767aff1850e2ab699591ade98b3167273340280246c2f49494b86bb0&
85,1472298566952423486,Pokétwo#8236,287.png,106,https://cdn.discordapp.com/attachments/1468632827947126824/1472298567182979156/pokemon.jpg?ex=6a7ac124&is=6a796fa4&hm=c6599071bd40cdcc4259311728cc114cc86b65c3eb11a395eb028f234a492e0b&
448,1472431301800886434,Pokétwo#8236,744.png,45,https://cdn.discordapp.com/attachments/1468632835131965460/1472431301880709201/pokemon.jpg?ex=6a7a9402&is=6a794282&hm=27f975b5be342c13ecda095978ee12e5174964178bb4c33da035d542c0b889ae&
330,1472251464784023604,Pokétwo#8236,921.png,77,https://cdn.discordapp.com/attachments/1468632833294860442/1472251465249853626/pokemon.jpg?ex=6a7a9546&is=6a7943c6&hm=e825fc3db8e4be18e0f1a655fb6af24c766b2dd8390f6af6060db812721f7710&
165,1472302784937332836,Pokétwo#8236,396F.png,52,https://cdn.discordapp.com/attachments/1468632829897478154/1472302785176273043/pokemon.jpg?ex=6a7ac512&is=6a797392&hm=d2e75752c077a2314e1cad6a60900a68e2e6c9bc048cda0d360d3ce318f1be8a&
426,1472384429564629159,Pokétwo#8236,860.png,19,https://cdn.discordapp.com/attachments/1468632834624454958/1472384430059421888/pokemon.jpg?ex=6a7a685b&is=6a7916db&hm=f3f237f0e1ac231e6fc94a6d2f6ddd2ceca34a584cc198aa7077bdcf805dc5c2&
159,1472384673354219631,Pokétwo#8236,957.png,62,https://cdn.discordapp.com/attachments/1468632829754867716/1472384673425526835/pokemon.jpg?ex=6a7a6895&is=6a791715&hm=09a903f710867160c101e8b67a06332aed2de44e302ae5527e09cc2c484a0b72&
333,1472456585962852512,Pokétwo#8236,431.png,22,https://cdn.discordapp.com/attachments/1468632833294860445/1472456586042802186/pokemon.jpg?ex=6a7aab8f&is=6a795a0f&hm=e54593ff46fb00e719c6763d5db2171fb1e1cf5f907fda46a67c4698e8e9c937&
473,1472403567011827813,Pokétwo#8236,919.png,65,https://cdn.discordapp.com/attachments/1468632835458863182/1472403567275937855/pokemon.jpg?ex=6a7a7a2e&is=6a7928ae&hm=63c3839af406e5eb5db2a35330e528fb72940be4d607ca6071a63fd370423f58&
377,1472031818218733744,Pokétwo#8236,952.png,16,https://cdn.discordapp.com/attachments/1468632833882067038/1472031818537767089/pokemon.jpg?ex=6a7a7176&is=6a791ff6&hm=7531937038cfbee9e892aaac1c64ab8d0df3f82f915d5598b69edc21067ab265&
397,1472483134053286042,Pokétwo#8236,122.png,25,https://cdn.discordapp.com/attachments/1468632834167275825/1472483134170857574/pokemon.jpg?ex=6a7ac448&is=6a7972c8&hm=7f6ed7f1326e4d428d493ee398e07ad2f31825e572e7e35a3a89e6cdd0e40944&
271,1472432771585675275,Pokétwo#8236,681.png,109,https://cdn.discordapp.com/attachments/1468632832334364823/1472432772131065947/pokemon.jpg?ex=6a7a9561&is=6a7943e1&hm=f53d63a45f7b32501bead10972d1ebe7fd461ca2f4a199e1e462b3c45af8117e&
144,1472378058479501375,Pokétwo#8236,19F.png,49,https://cdn.discordapp.com/attachments/1468632829306081502/1472378058546741403/pokemon.jpg?ex=6a7a626c&is=6a7910ec&hm=38ffaf991e9190ede745db0d637df074075c94f537280ecbd63b17a2620fa176&
197,1472448765070671986,Pokétwo#8236,374.png,52,https://cdn.discordapp.com/attachments/1468632830463709196/1472448765221802037/pokemon.jpg?ex=6a7aa446&is=6a7952c6&hm=ab067b79078c7e652d7d4511d9ed4d9a8481623323713d8d52a62e065f334474&
306,1472234505954660383,Pokétwo#8236,318.png,110,https://cdn.discordapp.com/attachments/1468632832783155440/1472234506093330513/pokemon.jpg?ex=6a7a857b&is=6a7933fb&hm=fceeb54de189bbe8c7e808087b390e7494efd3c735140b31ded34cb193ab783a&
359,1472486534149050391,Pokétwo#8236,4.png,40,https://cdn.discordapp.com/attachments/1468632833752039516/1472486534669402282/pokemon.jpg?ex=6a7ac773&is=6a7975f3&hm=61e89ca90664e34be3cd325a8b8fc94c1583455523a5388aa58474edee4924e0&
233,1472374878316531910,Pokétwo#8236,955.png,61,https://cdn.discordapp.com/attachments/1468632831021551635/1472374878714724453/pokemon.jpg?ex=6a7b0836&is=6a79b6b6&hm=9f8da95a41a18a8a877ed4034ea3bdce230ed3f035409c2663b76145fe228c98&
245,1472317781599977548,Pokétwo#8236,694.png,65,https://cdn.discordapp.com/attachments/1468632831742967912/1472317781851639818/pokemon.jpg?ex=6a7ad309&is=6a798189&hm=4e8d170c5234c02dd37548c3ef4aecac9e6eaf2d67bf7e6d00da3133729daadb&
244,1472350821860507650,Pokétwo#8236,970.png,31,https://cdn.discordapp.com/attachments/1468632831742967911/1472350822040993933/pokemon.jpg?ex=6a7af1ce&is=6a79a04e&hm=1b3a46753f85fdbda00bfa2e95a49443e14c85df012e8c876321a1978a2e1e08&
208,1472393965478084816,Pokétwo#8236,634.png,28,https://cdn.discordapp.com/attachments/1468632830627025120/1472393965897650462/pokemon.jpg?ex=6a7a713d&is=6a791fbd&hm=b6e2a52ab1af0173238a558140c7d090739ed6e19dd39b38c8574d9b88a78b44&
38,1472453917974593559,Pokétwo#8236,273.png,60,https://cdn.discordapp.com/attachments/1468632827217313977/1472453918469390396/pokemon.jpg?ex=6a7aa913&is=6a795793&hm=f8b50e89d04d38e274ad947594b87dab3bc7eeb10ae7ebe15598a3b4808c3ad7&
311,1471200339448434802,Pokétwo#8236,950.png,116,https://cdn.discordapp.com/attachments/1468632832925765786/1471200339666403348/pokemon.jpg?ex=6a7ab6d6&is=6a796556&hm=4dd9f077c7d7e2bdcb16e88c6cfd4bb5d7aae08ed130abc087ab236bebc7a63b&
389,1472449250683129857,Pokétwo#8236,415.png,93,https://cdn.discordapp.com/attachments/1468632834167275817/1472449251337310209/pokemon.jpg?ex=6a7aa4ba&is=6a79533a&hm=6459e2ff5d2848f2fe45ee7051c29bbfd627dbccdb0da9549282a49ab3f1fa93&
450,1472380249462538313,Pokétwo#8236,361.png,8,https://cdn.discordapp.com/attachments/1468632835131965462/1472380253589471273/pokemon.jpg?ex=6a7a6477&is=6a7912f7&hm=b72ef5c07d042bb8323cecc67c53b1e013dd88bcdeda110c2b3ce3e847ba3e12&
139,1472441637895409736,Pokétwo#8236,912.png,76,https://cdn.discordapp.com/attachments/1468632829306081497/1472441638260572310/pokemon.jpg?ex=6a7a9da3&is=6a794c23&hm=31c60205876a1eb6f98084f5fd32ee8d36963fbfbad4c58f41fc66033c5a706e&
161,1472427365375414347,Pokétwo#8236,436.png,82,https://cdn.discordapp.com/attachments/1468632829754867718/1472427365454843965/pokemon.jpg?ex=6a7a9058&is=6a793ed8&hm=f85d4d3cdb49deed4c77c24b681a8f63f5e83681ec3176b37342e091470bca0b&
132,1472328706730230057,Pokétwo#8236,10221.png,103,https://cdn.discordapp.com/attachments/1468632829150888135/1472328707053195274/pokemon.jpg?ex=6a7add36&is=6a798bb6&hm=9e8ccc6ca6b35a072875afaca0549d0199ca5dab477b3106d4f4a1d0f14992e4&
119,1472386134796533953,Pokétwo#8236,20.png,97,https://cdn.discordapp.com/attachments/1468632829008023555/1472386135199322153/pokemon.jpg?ex=6a7a69f2&is=6a791872&hm=e1b8fd34a7971cd813f1ef1ebc79747a2437e50498f268721cdc54b83909fa61&
379,1472391277327945860,Pokétwo#8236,522.png,36,https://cdn.discordapp.com/attachments/1468632834016022628/1472391277524811912/pokemon.jpg?ex=6a7a6ebc&is=6a791d3c&hm=43f6e645aeb902ede94d468aecb98c6ceb9e839ebc68f44be16a29a9af5a7918&
168,1472473001403613306,Pokétwo#8236,10222.png,16,https://cdn.discordapp.com/attachments/1468632829897478157/1472473001550417980/pokemon.jpg?ex=6a7abad8&is=6a796958&hm=142611c557b4edabb51ca44f6ba8f60f4d074ae8bf9aa8d081c679b0598b80cc&
16,1472158713023434878,Pokétwo#8236,29.png,72,https://cdn.discordapp.com/attachments/1468632826495766800/1472158713291735171/pokemon.jpg?ex=6a7ae7a4&is=6a799624&hm=70727c768405e56e32077a2a545501013dbdf1ff593cafd246857f51d43b2b38&
128,1472340462747783188,Pokétwo#8236,496.png,64,https://cdn.discordapp.com/attachments/1468632829150888131/1472340462840053863/pokemon.jpg?ex=6a7ae829&is=6a7996a9&hm=0565b281ea9c04ae02d3be16a301ee5e691208f989671393ca6328312bf50783&
442,1472339738944999626,Pokétwo#8236,962.png,35,https://cdn.discordapp.com/attachments/1468632834993295567/1472339739037138954/pokemon.jpg?ex=6a7ae77c&is=6a7995fc&hm=05386a123a0b85a27f48644051d2ad5704b85e322ad92e79493189458cc80ba0&
173,1472478180844638219,Pokétwo#8236,921.png,41,https://cdn.discordapp.com/attachments/1468632829897478162/1472478180957753465/pokemon.jpg?ex=6a7abfab&is=6a796e2b&hm=f4db234fd45be5706f6479f37488f39d21fa29d236a48bde20012a9c746c2320&
30,1472441147119898696,Pokétwo#8236,111F.png,65,https://cdn.discordapp.com/attachments/1468632827095421052/1472441147271020684/pokemon.jpg?ex=6a7a9d2e&is=6a794bae&hm=71a94b64fac272713bc349f509a7b04f6db3534e52e0efe25ef7d883f137e83a&
58,1472481673839906930,Pokétwo#8236,270.png,69,https://cdn.discordapp.com/attachments/1468632827523240143/1472481673978450111/pokemon.jpg?ex=6a7ac2ec&is=6a79716c&hm=96729dc462530190e425c7c4ed1e9df5c31a8afacafde32ffd46539329505429&
43,1472362306569768980,Pokétwo#8236,456F.png,98,https://cdn.discordapp.com/attachments/1468632827217313982/1472362306628358225/pokemon.jpg?ex=6a7afc81&is=6a79ab01&hm=44417915ed7674d51fe9faaaa0eb24e89d09986b7a51486cc60af28e24ffeb09&
126,1472464903414616085,Pokétwo#8236,635.png,63,https://cdn.discordapp.com/attachments/1468632829150888129/1472464903695499345/pokemon.jpg?ex=6a7ab34e&is=6a7961ce&hm=98c5a1a75e24189b084ab36d7a7938a39721a405784664b00333318500b3a3a0&
75,1472415569008525434,Pokétwo#8236,107.png,73,https://cdn.discordapp.com/attachments/1468632827678560292/1472415569381953577/pokemon.jpg?ex=6a7a855b&is=6a7933db&hm=c413431c7be05402dc99f4797c10494fb545ea00d44b59e62d03ed73930a291b&
280,1472474222294073345,Pokétwo#8236,608.png,99,https://cdn.discordapp.com/attachments/1468632832334364832/1472474222558187652/pokemon.jpg?ex=6a7abbfb&is=6a796a7b&hm=43b59d6218e425fbdb7bc86d7c3aee72db2080200eaf3af133778e1a76d59991&
331,1472334836424511534,Pokétwo#8236,270.png,60,https://cdn.discordapp.com/attachments/1468632833294860443/1472334837179355340/pokemon.jpg?ex=6a7ae2eb&is=6a79916b&hm=2c2a90dc0ae7932aa722ccd096cfe752e4372f4350106ca59e9a77bf93e5c07d&
164,1472469290111467574,Pokétwo#8236,868.png,9,https://cdn.discordapp.com/attachments/1468632829754867721/1472469290266660986/pokemon.jpg?ex=6a7ab763&is=6a7965e3&hm=bdf21f89d7a8d7249c371a27f1303c100a44ff63d4c48f82872ae553193bd895&
166,1472327960831983799,Pokétwo#8236,10255.png,42,https://cdn.discordapp.com/attachments/1468632829897478155/1472327960953622691/pokemon.jpg?ex=6a7adc84&is=6a798b04&hm=dc09858241da745aa8a6eb72cb15ec50e87beb641b21dbf1db7bb6c97548f6ca&
162,1472462696535425099,Pokétwo#8236,910.png,81,https://cdn.discordapp.com/attachments/1468632829754867719/1472462697038614693/pokemon.jpg?ex=6a7ab140&is=6a795fc0&hm=e270ff8f9c0206cf84315213f9ecac57ed842b219d675a0ebe0463ae1323d517&
11,1472242858026074184,Pokétwo#8236,148.png,45,https://cdn.discordapp.com/attachments/1468632826495766795/1472242858605023475/pokemon.jpg?ex=6a7a8d42&is=6a793bc2&hm=8046e4688b9be73a974df99f0d6a650ac2502b0728df4a7390eb30bcf4073f52&
322,1472345927049019557,Pokétwo#8236,912.png,66,https://cdn.discordapp.com/attachments/1468632833068110120/1472345927166722168/pokemon.jpg?ex=6a7aed3f&is=6a799bbf&hm=ed8552393af60e820b325a346fb66232a6a4ba632f73db6db5ee43f03d4e0b44&
248,1472428843934679123,Pokétwo#8236,679.png,83,https://cdn.discordapp.com/attachments/1468632831742967915/1472428844391731354/pokemon.jpg?ex=6a7a91b8&is=6a794038&hm=6b6b90cf2114b6fb1eb81261d4611e306c72eb48f01dfbc18b2fa3a96164ea56&
10,1472488497284780083,Pokétwo#8236,816.png,78,https://cdn.discordapp.com/attachments/1468632826495766794/1472488497418993870/pokemon.jpg?ex=6a7ac947&is=6a7977c7&hm=d8a3f2159fda7daa6f8d3dfc6c3b0bc341e22eb5aa8092e15f216be61066e044&
457,1472184010225750111,Pokétwo#8236,822.png,63,https://cdn.discordapp.com/attachments/1468632835303936110/1472184010724610151/pokemon.jpg?ex=6a7aff34&is=6a79adb4&hm=6b42fd418fecc127aa6854dd50e50d37328958f428d18a281519f8ad82dc5774&
338,1472472493594771506,Pokétwo#8236,126.png,62,https://cdn.discordapp.com/attachments/1468632833294860450/1472472493746032650/pokemon.jpg?ex=6a7aba5f&is=6a7968df&hm=4a28532835152af721c314fa239f37b9dc4c0b6828beb33a279a3392ba8f396e&
129,1472329198533087294,Pokétwo#8236,273.png,10,https://cdn.discordapp.com/attachments/1468632829150888132/1472329198650785814/pokemon.jpg?ex=6a7addab&is=6a798c2b&hm=79783e11ec770786b92d5ed009949cd8b43a8bd4b024c3cd6ba03686225a339c&
380,1472404312549495028,Pokétwo#8236,816.png,59,https://cdn.discordapp.com/attachments/1468632834016022629/1472404312633376833/pokemon.jpg?ex=6a7a7ae0&is=6a792960&hm=57bd335d067067c94aa712e2a9740d22aae62f7f3eadd07a8a3935ca11f1f998&
