頻道,訊息ID,發送者,匹配檔案,票數,URL
1,1472436970390163588,Pokétwo#8236,672.png,39,https://cdn.discordapp.com/attachments/1468632826202161260/1472436970503536721/pokemon.jpg?ex=6a7a994a&is=6a7947ca&hm=64e39babf0ae514212db1eb12f20ee3915d5ccafc10eda289bd7892358be0e02&
111,1472131421798797332,Pokétwo#8236,141.png,84,https://cdn.discordapp.com/attachments/1468632828660158490/1472131421878616124/pokemon.jpg?ex=6a7ace39&is=6a797cb9&hm=1358043a4a6adb91c3a6d68936ed3ba11a1a88bfb55961b266f26418fded84d9&
308,1472360374270562448,Pokétwo#8236,270.png,75,https://cdn.discordapp.com/attachments/1468632832783155442/1472360374513827932/pokemon.jpg?ex=6a7afab4&is=6a79a934&hm=f906e1151a81c03947280413aa01149245399d265f16136bc47e30ad02ff0b00&
445,1472264440253649109,Pokétwo#8236,61.png,108,https://cdn.discordapp.com/attachments/1468632834993295570/1472264440480272454/pokemon.jpg?ex=6a7aa15b&is=6a794fdb&hm=779a4583595ffc7fcc2e1fbfeaf459f2a0d4f51fbc160643b725272453838fdf&
440,1472490924184698901,Pokétwo#8236,924.png,17,https://cdn.discordapp.com/attachments/1468632834993295565/1472490924612386919/pokemon.jpg?ex=6a7acb89&is=6a797a09&hm=db8142f0f1b464934105f8ab8df1d191ccf33ef1e456eb3cd08c29e7094f2774&
454,1472488247094673458,Pokétwo#8236,821.png,75,https://cdn.discordapp.com/attachments/1468632835131965467/1472488247161786593/pokemon.jpg?ex=6a7ac90b&is=6a79778b&hm=7c8e1ff4ed8da797b1869adb6b7c57dace96b99383754a8a32ea13c986c8025c&
226,1472247286632288412,Pokétwo#8236,996.png,49,https://cdn.discordapp.com/attachments/1468632831021551628/1472247286930215024/pokemon.jpg?ex=6a7a9162&is=6a793fe2&hm=303bd86a0e9eb45f36a6588cae28d8b87af242d475e809ef70363eac53f855b5&
400,1472468316298805379,Pokétwo#8236,41F.png,64,https://cdn.discordapp.com/attachments/1468632834335051902/1472468316571439105/pokemon.jpg?ex=6a7ab67b&is=6a7964fb&hm=789c4c832eb114591e1570f1b14015d1e2aebc2e70dde1390638b89689ab45f4&
134,1472392000115577028,Pokétwo#8236,938.png,31,https://cdn.discordapp.com/attachments/1468632829150888137/1472392000207847645/pokemon.jpg?ex=6a7a6f68&is=6a791de8&hm=49f82e926e6e6004dca3d8bb38ac2b89fb7d93b9a54fa35e0acbe833d6f5d16f&
198,1472343976072843305,Pokétwo#8236,390.png,63,https://cdn.discordapp.com/attachments/1468632830463709197/1472343976458846289/pokemon.jpg?ex=6a7aeb6e&is=6a7999ee&hm=859e756875f50785932348ce8bf94da7d44ba93b0b151487eb528ed0d9e28802&
398,1472436473717588133,Pokétwo#8236,447.png,28,https://cdn.discordapp.com/attachments/1468632834167275826/1472436474044612649/pokemon.jpg?ex=6a7a98d3&is=6a794753&hm=a7bf29936fe487a66e65a1309634963591fcffa5f8f9a15e239b86f1bd3215ad&
138,1472475702598176955,Pokétwo#8236,346.png,62,https://cdn.discordapp.com/attachments/1468632829306081496/1472475702833053802/pokemon.jpg?ex=6a7abd5c&is=6a796bdc&hm=05b7925fcd0ed1d8c3aa30ba9dfc1dd45c34ec26fd59ac696f19dfd71de9b846&
429,1472303035630882898,Pokétwo#8236,652.png,71,https://cdn.discordapp.com/attachments/1468632834817396818/1472303035819757588/pokemon.jpg?ex=6a7ac54d&is=6a7973cd&hm=4d0aa7e1cce1ca9464b4c0b62e0d311c97983190fc805667bc76e05ef28a31a1&
461,1472297576253489236,Pokétwo#8236,140.png,52,https://cdn.discordapp.com/attachments/1468632835303936114/1472297576676987178/pokemon.jpg?ex=6a7ac038&is=6a796eb8&hm=32ce6dab8c4bdf68d5d6f8aa67945b9b01aee44b9a7addf1caf460f78f53c78b&
362,1472389826434039818,Pokétwo#8236,61.png,109,https://cdn.discordapp.com/attachments/1468632833752039519/1472389826580971530/pokemon.jpg?ex=6a7a6d62&is=6a791be2&hm=65cf3d5a4cdcff79138a17eb844bc189c158a749651a96f3da407863cfa90140&
444,1472476681691201677,Pokétwo#8236,957.png,71,https://cdn.discordapp.com/attachments/1468632834993295569/1472476681800257566/pokemon.jpg?ex=6a7abe46&is=6a796cc6&hm=457174e427d58fd1cddb8721bbddb495501eda8309343487fa47ad8e8378c8e7&
131,1472314029987991728,Pokétwo#8236,363.png,130,https://cdn.discordapp.com/attachments/1468632829150888134/1472314030075941004/pokemon.jpg?ex=6a7acf8b&is=6a797e0b&hm=15976fc3c536335ed3bf1b425f266886b6bac4da03fa35940dc7dd81b94fc66f&
204,1472451474402578554,Pokétwo#8236,540.png,11,https://cdn.discordapp.com/attachments/1468632830627025116/1472451474742050897/pokemon.jpg?ex=6a7aa6cc&is=6a79554c&hm=ad9a468f0f862ac28a5c3564b40de5f059efee887f8ffac0577c8f9df8ddf5ff&
472,1472311792280535203,Pokétwo#8236,10027.png,34,https://cdn.discordapp.com/attachments/1468632835458863181/1472311792540712960/pokemon.jpg?ex=6a7acd75&is=6a797bf5&hm=f03260ca273ba013f890fc9eafff7f71f9d390524dd4b4a103ec83a81deaa9e2&
402,1472481179558215843,Pokétwo#8236,760.png,31,https://cdn.discordapp.com/attachments/1468632834335051905/1472481179717341215/pokemon.jpg?ex=6a7ac276&is=6a7970f6&hm=4fb98fca0e28cb8a1198ff3aae84eea07562264a3a26af12b2e86c72846bec65&
217,1472458079412158554,Pokétwo#8236,736.png,75,https://cdn.discordapp.com/attachments/1468632830799122599/1472458079818874880/pokemon.jpg?ex=6a7aacf3&is=6a795b73&hm=df77baa9158b21a5c484a07b5fcea2356e3aa5f5ceb03b6ded94130191258118&
209,1472454896367177789,Pokétwo#8236,613.png,66,https://cdn.discordapp.com/attachments/1468632830627025121/1472454896451059979/pokemon.jpg?ex=6a7aa9fc&is=6a79587c&hm=f2a4f04d346492f2b3c99e6b34dba5aa17b3b2ce9dc4880a48ba4720610f2edc&
348,1472456347487436900,Pokétwo#8236,564.png,40,https://cdn.discordapp.com/attachments/1468632833475219594/1472456347583774730/pokemon.jpg?ex=6a7aab56&is=6a7959d6&hm=5c3e2156075480f4cf7b818a6481c483064e4ceca8c955aa687209ed5ab4e4a6&
314,1472425151919558798,Pokétwo#8236,996.png,36,https://cdn.discordapp.com/attachments/1468632832925765789/1472425151990595636/pokemon.jpg?ex=6a7a8e48&is=6a793cc8&hm=f3b233b7702702c377f1700fe6952f8aca897ffdadbc9ed7f6f4524cc00233f1&
276,1472246290988531965,Pokétwo#8236,664.png,28,https://cdn.discordapp.com/attachments/1468632832334364828/1472246291080941768/pokemon.jpg?ex=6a7a9074&is=6a793ef4&hm=f19e03941cad0a9781dbf5bd9025dce11f88d6cfd2b45f1dd12529f816f9f4e1&
288,1472397879510569169,Pokétwo#8236,818.png,15,https://cdn.discordapp.com/attachments/1468632832481169475/1472397879980199956/pokemon.jpg?ex=6a7a74e2&is=6a792362&hm=9bdebac76c61e8fa2a8e19e827e1b4acd79bb12879112ee576ec483780489578&
272,1472383696093843663,Pokétwo#8236,434.png,112,https://cdn.discordapp.com/attachments/1468632832334364824/1472383696634904819/pokemon.jpg?ex=6a7a67ac&is=6a79162c&hm=fb962fa402931859dc2194ef8569f6df700c5e2760f00460935d0211df92a0b9&
434,1472270811338379335,Pokétwo#8236,535.png,91,https://cdn.discordapp.com/attachments/1468632834817396823/1472270811711930472/pokemon.jpg?ex=6a7aa74a&is=6a7955ca&hm=1d3f6907b0468d578e3869d99ee92a4da8d271196b09f40fd2430a24cd41881d&
263,1472445066701312094,Pokétwo#8236,554.png,24,https://cdn.discordapp.com/attachments/1468632832208277732/1472445067145773241/pokemon.jpg?ex=6a7aa0d4&is=6a794f54&hm=68d4018e21fe02cb138daeb4163281c5b286b7517691358b935fea631a04a94f&
324,1472389335226519722,Pokétwo#8236,147.png,97,https://cdn.discordapp.com/attachments/1468632833068110122/1472389335348412610/pokemon.jpg?ex=6a7a6ced&is=6a791b6d&hm=a8159f9c8f9ed27764b986e0a60531c453dfc4d329c3cb6fbfe752102a07d975&
221,1472419494608633948,Pokétwo#8236,175.png,130,https://cdn.discordapp.com/attachments/1468632830799122603/1472419494717558915/pokemon.jpg?ex=6a7a8903&is=6a793783&hm=bef5cc659f52db1ec2dabcee638127457f2ca98c64fca0fe9e8ed32471e579aa&
477,1472428090209730653,Pokétwo#8236,921.png,40,https://cdn.discordapp.com/attachments/1468632835911979038/1472428090444615835/pokemon.jpg?ex=6a7a9105&is=6a793f85&hm=4ec628ceab8e626198c1c92b145ceec89dee063bf9de0a208acb7125437a9f05&
318,1472321761000296469,Pokétwo#8236,577.png,135,https://cdn.discordapp.com/attachments/1468632832925765793/1472321761218396160/pokemon.jpg?ex=6a7ad6be&is=6a79853e&hm=a078b45cbb2a9dec0bdb6d57ec35236d19daa668ee7de1e931f594ddd4fea2d2&
361,1472256611182706800,Pokétwo#8236,562.png,48,https://cdn.discordapp.com/attachments/1468632833752039518/1472256611354546360/pokemon.jpg?ex=6a7a9a11&is=6a794891&hm=eb6a1656db296f8755d5fcf32a0c8d2d7c4e686314b9993bcb573f3e6c2a7eac&
50,1472159325291020514,Pokétwo#8236,946.png,34,https://cdn.discordapp.com/attachments/1468632827406061795/1472159325500866630/pokemon.jpg?ex=6a7ae836&is=6a7996b6&hm=7398ca9a46932e184d06bdfce5405eff03a3a7d7632b1d96fd3bfb4a081d0ecc&
350,1472382207342411880,Pokétwo#8236,539.png,49,https://cdn.discordapp.com/attachments/1468632833634340876/1472382207757779013/pokemon.jpg?ex=6a7a6649&is=6a7914c9&hm=59e6529b7ff8c825840cababa9cf7187faa2f6506d1a69ddc0221f848442df2c&
340,1472352764599468153,Pokétwo#8236,64.png,15,https://cdn.discordapp.com/attachments/1468632833475219586/1472352764725301444/pokemon.jpg?ex=6a7af39e&is=6a79a21e&hm=dcea4cbbe3c1e4aa58234bc0f112f87ade9e7ed8c8e349bdf19c8bacd96139fa&
86,1472459560815034594,Pokétwo#8236,574.png,46,https://cdn.discordapp.com/attachments/1468632827947126825/1472459560944926762/pokemon.jpg?ex=6a7aae54&is=6a795cd4&hm=8da99847d21089a2b67b34abda7efffbd7673e21652029402315951b558028f5&
327,1472420962480689183,Pokétwo#8236,828.png,31,https://cdn.discordapp.com/attachments/1468632833068110125/1472420962669691105/pokemon.jpg?ex=6a7a8a61&is=6a7938e1&hm=fcbfb1dc800f0626dfdb11a8a1bd62b347c7477230ca92e9f3d592cd5ee9aabb&
435,1472455137883721873,Pokétwo#8236,524.png,72,https://cdn.discordapp.com/attachments/1468632834817396824/1472455138143899669/pokemon.jpg?ex=6a7aaa35&is=6a7958b5&hm=f08fa22b7cdc159c9fbd6b9aca173f455cd63d9e8a1e28837314e58578135921&
5,1472385892378345483,Pokétwo#8236,912.png,21,https://cdn.discordapp.com/attachments/1468632826202161264/1472385892470755523/pokemon.jpg?ex=6a7a69b8&is=6a791838&hm=3aaa98fb5056d866dfcbc249c6e1ff39e04cf7b673b57773e54b6a92caf39bcc&
47,1480087288515137588,Pokétwo#8236,403F.png,65,https://cdn.discordapp.com/attachments/1468632827217313986/1480087289194483854/pokemon.jpg?ex=6a7abeb4&is=6a796d34&hm=0056b5d768b9c30ad9d971d6fc58f534631635514c82ad3ea3729d539cfe034a&
101,1472487993158795355,Pokétwo#8236,216.png,89,https://cdn.discordapp.com/attachments/1468632828362358954/1472487993452531764/pokemon.jpg?ex=6a7ac8cf&is=6a79774f&hm=f7dd3ffcbc575d74f3a45363c8c9e9bead41638d479aa67294007325f66cd3d6&
404,1472386625056018606,Pokétwo#8236,333.png,34,https://cdn.discordapp.com/attachments/1468632834335051907/1472386625458933952/pokemon.jpg?ex=6a7a6a67&is=6a7918e7&hm=4f0954dd1c1cafdbcdf5df6139ca74d063de271d8833da9e4edff77cd1ff08fa&
455,1472268841462792425,Pokétwo#8236,837.png,66,https://cdn.discordapp.com/attachments/1468632835131965468/1472268841609597099/pokemon.jpg?ex=6a7aa575&is=6a7953f5&hm=9fc3d459d613308f1fa7c3b9fd140e3fed35b7ac07634b5986207da8ebcee76c&
55,1472444068419211440,Pokétwo#8236,1000.png,28,https://cdn.discordapp.com/attachments/1468632827406061801/1472444068608082074/pokemon.jpg?ex=6a7a9fe6&is=6a794e66&hm=787acd0817b865009b884ec64709d8f830909f6df92102d9a3981cb005cff4a7&
260,1472370432471601224,Pokétwo#8236,119F.png,158,https://cdn.discordapp.com/attachments/1468632831902355737/1472370433029308523/pokemon.jpg?ex=6a7b0412&is=6a79b292&hm=0d23ee6310d6e8b112022430e0faa00f821a6ac447c377bcc82cd7bc83cc2f6f&
6,1472447024866787483,Pokétwo#8236,924.png,14,https://cdn.discordapp.com/attachments/1468632826202161265/1472447025126572114/pokemon.jpg?ex=6a7aa2a7&is=6a795127&hm=0562ce1c675f08d96c3e36812932298db470cc0c4b55e49e0588cacc8514bacc&
295,1472475459697770579,Pokétwo#8236,355.png,74,https://cdn.discordapp.com/attachments/1468632832627707938/1472475459848769566/pokemon.jpg?ex=6a7abd22&is=6a796ba2&hm=b20c46a8b5a5b05c23df8a0f1b91fc9f6368fd042c7183f08b6b20463f688bb0&
240,1472390309961793630,Pokétwo#8236,29.png,73,https://cdn.discordapp.com/attachments/1468632831277142204/1472390310267981978/pokemon.jpg?ex=6a7a6dd5&is=6a791c55&hm=1a0356059598ee6371ea98e2477be6f41d255e46970a7921e178c97f81d5ab1f&
71,1472484604253311070,Pokétwo#8236,506.png,87,https://cdn.discordapp.com/attachments/1468632827678560288/1472484604681257022/pokemon.jpg?ex=6a7ac5a7&is=6a797427&hm=0945b1dc19c40033ce034dcc743c8415f9c8dc4b27825f69c02da4d9894814c9&
391,1472421445387944067,Pokétwo#8236,755.png,37,https://cdn.discordapp.com/attachments/1468632834167275819/1472421445513777274/pokemon.jpg?ex=6a7a8ad4&is=6a793954&hm=17bb1fa5b143bbf7fc6f748678e4c15ded71a1037ce8e6e70b83f933252f53d3&
394,1472365044942770309,Pokétwo#8236,113.png,100,https://cdn.discordapp.com/attachments/1468632834167275822/1472365045160607859/pokemon.jpg?ex=6a7aff0d&is=6a79ad8d&hm=c80e469712f19ce5ee3f03395cf278f0504f5ead58a7d0f1be165e989215b1b4&
4,1472477417380642829,Pokétwo#8236,325.png,87,https://cdn.discordapp.com/attachments/1468632826202161263/1472477417552744611/pokemon.jpg?ex=6a7abef5&is=6a796d75&hm=abf06ce1e937412c4b5f2403a8363e7a036ff5f43a4cd29b90adc53b6fc0ff04&
